sku_id,Label_Key_Group,Sum of cost,SKU Category,labels_key,labels_value
000B-47CC-2924,No Label Key,0.30422899999999997,Egress,"",""
0018-A5A0-9D6D,No Label Key,0.009640999999999997,Storage,"",""
0086-8707-C3B1,No Label Key,0,Egress,"",""
011E-3072-CBDB,No Label Key,1824.4918930000003,Compute,"",""
0128-6061-99F7,No Label Key,0,Egress,"",""
027D-B6C7-CCA2,No Label Key,0.44533100000000003,Data Analytics/Processing,"",""
02A2-9231-36A6,No Label Key,20.598829999999992,Compute,"",""
03A5-1B2A-3485,Google System Label,0,Egress,goog-gke-node,""
03A5-1B2A-3485,No Label Key,83.830472,Egress,"",""
0C3C-6B13-B1E8,No Label Key,0.000431,Egress,"",""
0CCB-7057-48DE,No Label Key,0,Egress,"",""
0D56-2F80-52A5,No Label Key,0,Ingress,"",""
0D5D-6E23-4250,No Label Key,717.7007870000002,Storage,"",""
0F79-08F1-0D8A,Google System Label,2.007359,Other Services,goog-anthos-cluster,""
0F79-08F1-0D8A,Google System Label,2.0804019999999994,Other Services,goog-gke-node,""
0F79-08F1-0D8A,Kubernetes General Key,0.0026520000000000003,Other Services,k8s-workload-type,""
1053-AC83-A223,No Label Key,0,Ingress,"",""
108E-9EAE-92D9,No Label Key,3.044938000000001,Egress,"",""
10C4-2156-01D6,Google System Label,0,Ingress,goog-gke-node,""
10C4-2156-01D6,No Label Key,0,Ingress,"",""
111D-5FAC-B7FF,No Label Key,599.83728,Management & Operations,"",""
11AD-2790-7C4B,Google System Label,0,Network - Other,goog-gke-node,""
11AD-2790-7C4B,No Label Key,0,Network - Other,"",""
11D6-3D11-8E77,Google System Label,0,Egress,goog-anthos-cluster,""
11D6-3D11-8E77,Google System Label,0,Egress,goog-gke-node,""
11D6-3D11-8E77,No Label Key,0,Egress,"",""
1211-928B-AF92,No Label Key,1552.0733100000002,Network - Other,"",""
123C-0EFC-B7C8,Google System Label,0,Ingress,goog-anthos-cluster,""
123C-0EFC-B7C8,Google System Label,0,Ingress,goog-gke-node,""
123C-0EFC-B7C8,No Label Key,0,Ingress,"",""
1481-64C8-6805,No Label Key,0,Network - Other,"",""
1486-7ACC-C40C,No Label Key,0.0055709999999999996,Egress,"",""
14F9-7705-2FD4,Google System Label,0,Egress,goog-anthos-cluster,""
14F9-7705-2FD4,Google System Label,0,Egress,goog-gke-node,""
14F9-7705-2FD4,No Label Key,0,Egress,"",""
15AE-8E35-C42B,No Label Key,1.757577,Network - Other,"",""
1642-E13D-F4C4,No Label Key,251.51272899999995,Storage,"",""
1713-49C6-A015,No Label Key,0.42356400000000005,Network - Other,"",""
1779-5CD6-D18B,No Label Key,0,Ingress,"",""
1A87-DEB9-C4BE,No Label Key,0.050877000000000006,Network - Other,"",""
1B9B-60EB-AF3D,No Label Key,0,Ingress,"",""
1CFF-8100-5F11,Google System Label,0,Ingress,goog-anthos-cluster,""
1CFF-8100-5F11,Google System Label,0,Ingress,goog-gke-node,""
1CFF-8100-5F11,No Label Key,0,Ingress,"",""
1D3E-3C54-0FA7,No Label Key,0,Egress,"",""
1E34-98AC-DBAD,No Label Key,0,Ingress,"",""
1E55-5CEB-2AB1,Google System Label,0,Ingress,goog-anthos-cluster,""
1E55-5CEB-2AB1,Google System Label,0,Ingress,goog-gke-node,""
1E55-5CEB-2AB1,No Label Key,0,Ingress,"",""
1F8B-71B0-3D1B,No Label Key,0,Egress,"",""
22EB-AAE8-FBCD,No Label Key,0.6380450000000002,Egress,"",""
2330-C6CA-C8BF,No Label Key,0,Egress,"",""
23F1-7159-60E3,No Label Key,0,Ingress,"",""
2583-7659-D94A,No Label Key,0,Egress,"",""
2856-91B1-406A,Google System Label,16.049718000000006,Compute,goog-anthos-cluster,""
2856-91B1-406A,Google System Label,182.755866,Compute,goog-gke-node,""
2856-91B1-406A,Kubernetes General Key,0.021548,Compute,k8s-workload-type,""
2A8D-245C-0E0B,No Label Key,0.097076,Network - Other,"",""
2DA5-55D3-E679,No Label Key,0,Management & Operations,"",""
2E27-4F75-95CD,Google System Label,19199.452878000004,Compute,goog-anthos-cluster,""
2E27-4F75-95CD,Google System Label,49695.62749600002,Compute,goog-gke-node,""
2E27-4F75-95CD,Kubernetes General Key,7.574785999999999,Compute,k8s-workload-type,""
2E27-4F75-95CD,No Label Key,410.3333259999999,Compute,"",""
2F71-7905-9E49,Google System Label,0,Ingress,goog-gke-node,""
2F99-3A90-373B,Google System Label,0,Ingress,goog-anthos-cluster,""
2F99-3A90-373B,Google System Label,0,Ingress,goog-gke-node,""
2F99-3A90-373B,No Label Key,0,Ingress,"",""
3091-E573-A86C,No Label Key,0,Ingress,"",""
3362-E469-6BEF,No Label Key,2.347192,Data Analytics/Processing,"",""
34CF-7D88-5D40,No Label Key,23.207524000000003,Storage,"",""
3606-CAF7-7ACF,No Label Key,0,Ingress,"",""
3712-109E-A7DC,No Label Key,0.148899,Ingress,"",""
378D-6896-1041,Google System Label,0,Egress,goog-anthos-cluster,""
378D-6896-1041,Google System Label,0.000002,Egress,goog-gke-node,""
378D-6896-1041,No Label Key,9.065471999999998,Egress,"",""
39F4-0112-6F39,Google System Label,1231.81805,Compute,goog-gke-node,""
39F4-0112-6F39,Kubernetes General Key,0,Compute,k8s-workload-type,""
3C59-C617-B717,No Label Key,0,Ingress,"",""
3C8A-99C5-F47B,No Label Key,0,Network - Other,"",""
3D41-4308-45C0,Google System Label,0,Licensing,goog-anthos-cluster,""
3D41-4308-45C0,Google System Label,0,Licensing,goog-gke-node,""
3EAB-48F3-A0D5,No Label Key,0,Data Analytics/Processing,"",""
3EEB-E1E6-C521,Google System Label,14.845409,Storage,goog-gke-node,""
3EEB-E1E6-C521,Google System Label,14.845409,Storage,goog-gke-volume,""
3F66-E308-4A92,No Label Key,0,Egress,"",""
40D6-DDD1-E008,No Label Key,0.00036600000000000006,Egress,"",""
4120-E8FB-841B,No Label Key,0,Egress,"",""
427E-B4F2-B5CF,Google System Label,0,Ingress,goog-anthos-cluster,""
427E-B4F2-B5CF,Google System Label,0,Ingress,goog-gke-node,""
427E-B4F2-B5CF,No Label Key,0,Ingress,"",""
4307-EB87-2AA6,No Label Key,0.000016,Egress,"",""
460A-7826-0471,No Label Key,0,Network - Other,"",""
4762-E550-B5D2,No Label Key,0.394313,Network - Other,"",""
4856-B847-F1EB,No Label Key,287.49513899999994,Compute,"",""
489B-BB53-0D77,Google System Label,0,Storage,goog-anthos-cluster,""
489B-BB53-0D77,Google System Label,0,Storage,goog-gke-node,""
489B-BB53-0D77,No Label Key,0,Storage,"",""
4AA0-9497-B351,Google System Label,697.4144259999998,Compute,goog-gke-node,""
4AA0-9497-B351,Kubernetes General Key,0.09149800000000001,Compute,k8s-workload-type,""
4B13-E64F-4A2B,No Label Key,5.975385000000001,Network - Other,"",""
4B1C-B95E-87F5,No Label Key,1.115963,Egress,"",""
4B24-F362-2296,No Label Key,0,Ingress,"",""
4B89-6413-74D9,No Label Key,0,Security,"",""
4BEF-C75E-0C60,Google System Label,0,Network - Other,goog-anthos-cluster,""
4BEF-C75E-0C60,Google System Label,0,Network - Other,goog-gke-node,""
4BEF-C75E-0C60,No Label Key,0,Network - Other,"",""
4CCF-185C-4E98,No Label Key,0.004721,Egress,"",""
4DAA-E9DA-86DE,Google System Label,0,Ingress,goog-gke-node,""
4DBF-185F-A415,No Label Key,2.1893650000000004,Management & Operations,"",""
4EA8-4296-E5E2,Google System Label,0.07491899999999999,Egress,goog-anthos-cluster,""
4EA8-4296-E5E2,Google System Label,0.12430099999999998,Egress,goog-gke-node,""
4EA8-4296-E5E2,No Label Key,0.000386,Egress,"",""
5076-A0FD-B409,Google System Label,0.206008,Egress,goog-anthos-cluster,""
5076-A0FD-B409,Google System Label,0.207808,Egress,goog-gke-node,""
50F4-D7E5-3682,No Label Key,0,Network - Other,"",""
50F7-CAB7-DB8D,Google System Label,0,Compute,goog-anthos-cluster,""
50F7-CAB7-DB8D,Google System Label,0,Compute,goog-gke-node,""
5391-66E2-9811,No Label Key,0.000007,Ingress,"",""
5451-0A15-0123,Google System Label,5.168480000000001,Compute,goog-gke-node,""
5451-0A15-0123,Kubernetes General Key,0,Compute,k8s-workload-type,""
5464-99A3-B0F9,No Label Key,0,Compute,"",""
546B-E8F2-6FF5,No Label Key,0,Egress,"",""
587F-0E36-6A26,Google System Label,0,Ingress,goog-anthos-cluster,""
587F-0E36-6A26,Google System Label,0,Ingress,goog-gke-node,""
587F-0E36-6A26,No Label Key,0,Ingress,"",""
5B01-D157-A097,Google System Label,42055.06504599999,Compute,goog-anthos-cluster,""
5B01-D157-A097,Google System Label,130057.35432500001,Compute,goog-gke-node,""
5B01-D157-A097,Kubernetes General Key,0.158183,Compute,k8s-workload-type,""
5B70-B2D6-B4FC,Google System Label,0.0000049999999999999996,Egress,goog-gke-node,""
5B70-B2D6-B4FC,No Label Key,0.000002,Egress,"",""
5BE8-FE77-1C76,No Label Key,0.000026000000000000002,Management & Operations,"",""
5D89-42F2-7725,No Label Key,0,Ingress,"",""
5DEA-D962-E5F8,Google System Label,0,Licensing,goog-anthos-cluster,""
5DEA-D962-E5F8,Google System Label,0,Licensing,goog-gke-node,""
5E0D-5F20-E67E,No Label Key,0,Egress,"",""
620D-FE53-4BA9,No Label Key,0.001172,Network - Other,"",""
6276-ABCE-E764,Google System Label,8.603024,Compute,goog-anthos-cluster,""
6276-ABCE-E764,Google System Label,84.43839299999999,Compute,goog-gke-node,""
62AF-A39E-269B,Google System Label,24124.734814,Storage,goog-anthos-cluster,""
62AF-A39E-269B,Google System Label,108704.884439,Storage,goog-gke-node,""
64CB-92B6-E727,Google System Label,0,Egress,goog-anthos-cluster,""
64CB-92B6-E727,Google System Label,0,Egress,goog-gke-node,""
64CB-92B6-E727,No Label Key,0,Egress,"",""
66A2-68EA-56BE,No Label Key,673.055662,Network - Other,"",""
66AB-BA17-351C,No Label Key,7.489894999999999,Storage,"",""
6934-30E8-A65F,Google System Label,0,Licensing,goog-anthos-cluster,""
6934-30E8-A65F,Google System Label,0,Licensing,goog-gke-node,""
69E7-1F91-BC15,No Label Key,0,Egress,"",""
6A43-0244-4A9C,Google System Label,0,Network - Other,goog-gke-node,""
6A43-0244-4A9C,No Label Key,0,Network - Other,"",""
6AE1-525F-8B80,Google System Label,7.765465000000002,Storage,goog-anthos-cluster,""
6AE1-525F-8B80,Google System Label,42.799499000000004,Storage,goog-gke-node,""
6AE1-525F-8B80,Google System Label,67.08970700000002,Storage,goog-gke-volume,""
6AE1-525F-8B80,Kubernetes General Key,0.74028,Storage,k8s-workload-type,""
6AE1-525F-8B80,No Label Key,2882.5248249999995,Storage,"",""
6B0E-04F3-029E,Google System Label,0,Ingress,goog-anthos-cluster,""
6B0E-04F3-029E,Google System Label,0,Ingress,goog-gke-node,""
6B0E-04F3-029E,No Label Key,0,Ingress,"",""
6C5E-44C4-703A,No Label Key,0.305525,Network - Other,"",""
6C67-1253-BB04,Google System Label,0,Egress,goog-anthos-cluster,""
6C67-1253-BB04,Google System Label,0,Egress,goog-gke-node,""
6C67-1253-BB04,No Label Key,0,Egress,"",""
6C71-E844-38BC,Google System Label,9650.286250000003,Compute,goog-anthos-cluster,""
6C71-E844-38BC,Google System Label,24979.755609000007,Compute,goog-gke-node,""
6C71-E844-38BC,Kubernetes General Key,0.5218010000000001,Compute,k8s-workload-type,""
6C71-E844-38BC,No Label Key,206.24649099999996,Compute,"",""
6F2C-A6D0-8225,No Label Key,0,Ingress,"",""
6F59-4E8C-6224,No Label Key,0,Egress,"",""
6FF4-7ADB-8031,No Label Key,2.276262,Egress,"",""
7111-B06C-1D2F,Google System Label,0.24872899999999998,Compute,goog-gke-node,""
7111-B06C-1D2F,Kubernetes General Key,0.002637,Compute,k8s-workload-type,""
72BD-5309-1C4C,No Label Key,0.060277000000000004,Egress,"",""
735D-08F9-4DB3,No Label Key,0.000004,Egress,"",""
740D-08F2-7A11,No Label Key,2464.810901,Other Services,"",""
7573-35C8-9ADC,No Label Key,1.6413239999999998,Network - Other,"",""
7618-3912-3F75,No Label Key,0.003445,Egress,"",""
761A-BA86-D467,Google System Label,0,Ingress,goog-anthos-cluster,""
761A-BA86-D467,Google System Label,0,Ingress,goog-gke-node,""
761A-BA86-D467,No Label Key,0,Ingress,"",""
7708-0869-D509,No Label Key,0,Ingress,"",""
773D-F52D-63CD,Google System Label,0,Ingress,goog-gke-node,""
773D-F52D-63CD,No Label Key,0,Ingress,"",""
7790-569D-1B96,No Label Key,9376.402500000002,Network - Other,"",""
7804-1365-F911,Google System Label,0,Egress,goog-gke-node,""
7870-010B-2763,No Label Key,0.22970300000000005,Management & Operations,"",""
7927-E3EC-DBBC,Google System Label,0,Licensing,goog-anthos-cluster,""
7927-E3EC-DBBC,Google System Label,0,Licensing,goog-gke-node,""
79E9-0431-3CD3,Google System Label,130.04988100000003,Compute,goog-anthos-cluster,""
79E9-0431-3CD3,Google System Label,853.9386900000001,Compute,goog-gke-node,""
79E9-0431-3CD3,Kubernetes General Key,0.016834000000000002,Compute,k8s-workload-type,""
7C79-34BD-F61B,No Label Key,0.000069,Egress,"",""
7EBB-8579-2C98,No Label Key,1830.1952199999998,Compute,"",""
7EDC-324D-8320,No Label Key,0,Egress,"",""
80E7-B02A-1CAD,No Label Key,0.314628,Ingress,"",""
80E8-7294-105A,No Label Key,0.0035320000000000004,Ingress,"",""
8111-FEE9-BFEE,Google System Label,0,Network - Other,goog-anthos-cluster,""
8111-FEE9-BFEE,Google System Label,0,Network - Other,goog-gke-node,""
8111-FEE9-BFEE,No Label Key,0,Network - Other,"",""
817F-F5A3-514E,No Label Key,1.2540490000000002,Storage,"",""
83FF-9C17-D184,Google System Label,39.587967,Storage,goog-gke-node,""
83FF-9C17-D184,Google System Label,39.587967,Storage,goog-gke-volume,""
8497-0F70-3439,No Label Key,0,Ingress,"",""
8502-299A-ABAF,No Label Key,1250.2668939999999,Storage,"",""
85E4-9644-93A7,No Label Key,0.007813,Ingress,"",""
8687-6D6B-5B8B,Google System Label,0,Ingress,goog-anthos-cluster,""
8687-6D6B-5B8B,Google System Label,0,Ingress,goog-gke-node,""
8687-6D6B-5B8B,No Label Key,0,Ingress,"",""
86E3-FF5B-2A03,No Label Key,0,Egress,"",""
878C-B028-AAFE,No Label Key,0,Egress,"",""
8835-C41E-B3EA,Google System Label,0,Licensing,goog-anthos-cluster,""
8835-C41E-B3EA,Google System Label,0,Licensing,goog-gke-node,""
892C-ECAD-0554,No Label Key,0,Ingress,"",""
8A62-CD3F-214D,No Label Key,0.000003,Management & Operations,"",""
8AE7-5BBD-8F38,No Label Key,0.16611499999999998,Management & Operations,"",""
8B5C-E0C1-C3D6,No Label Key,0,Licensing,"",""
8E17-3A0E-FD15,No Label Key,0,Compute,"",""
8E2F-8EE0-E9FD,Google System Label,0,Ingress,goog-gke-node,""
8E2F-8EE0-E9FD,No Label Key,0,Ingress,"",""
90C1-86D9-BD3F,No Label Key,0,Ingress,"",""
92CB-C25F-B1D1,Google System Label,0,Network - Other,goog-anthos-cluster,""
92CB-C25F-B1D1,Google System Label,0,Network - Other,goog-gke-node,""
92CB-C25F-B1D1,No Label Key,0,Network - Other,"",""
93DA-3F55-CB04,No Label Key,592.3061679999996,Compute,"",""
93F4-2190-D5EF,Google System Label,0,Ingress,goog-anthos-cluster,""
93F4-2190-D5EF,Google System Label,0,Ingress,goog-gke-node,""
93F4-2190-D5EF,No Label Key,0,Ingress,"",""
9431-52B1-2C4F,Google System Label,2450.8184019999994,Compute,goog-gke-node,""
9431-52B1-2C4F,Kubernetes General Key,0.5563,Compute,k8s-workload-type,""
9597-C24E-C305,No Label Key,895.7944129999998,Licensing,"",""
965E-7C36-08E6,No Label Key,1693.1283020000003,Compute,"",""
9802-34D7-AFE2,No Label Key,10272.569976999997,Management & Operations,"",""
9839-52EA-6E80,No Label Key,0,Ingress,"",""
984A-1F27-2D1F,Google System Label,0.012273999999999998,Egress,goog-anthos-cluster,""
984A-1F27-2D1F,Google System Label,0.045312,Egress,goog-gke-node,""
984A-1F27-2D1F,No Label Key,0.025672,Egress,"",""
9ADA-9AED-1B24,No Label Key,0.001101,Management & Operations,"",""
9BF8-CD36-F9B8,No Label Key,1406.5880399999999,Network - Other,"",""
9C76-A3FB-C60A,Google System Label,0,Ingress,goog-anthos-cluster,""
9C76-A3FB-C60A,Google System Label,0,Ingress,goog-gke-node,""
9C76-A3FB-C60A,No Label Key,0,Ingress,"",""
9D15-6012-1DD8,No Label Key,0,Ingress,"",""
9E4E-F9A7-5EAE,No Label Key,0.00010699999999999999,Network - Other,"",""
9F5F-0236-9C17,Google System Label,12.780364,Storage,goog-gke-node,""
9F5F-0236-9C17,Google System Label,12.780364,Storage,goog-gke-volume,""
9F61-45D7-D4FB,Google System Label,21.076112000000002,Compute,goog-gke-node,""
9F61-45D7-D4FB,Kubernetes General Key,0.002266,Compute,k8s-workload-type,""
9FB0-D8FF-0BAA,No Label Key,0,Licensing,"",""
9FE0-8F60-A9F0,Google System Label,1.101838,Compute,goog-gke-node,""
A109-54C1-7CB0,Google System Label,7.303597,Compute,goog-gke-node,""
A1A2-4711-B376,No Label Key,47786.055935000004,Management & Operations,"",""
A321-89BD-F5BC,No Label Key,12.600401,Network - Other,"",""
A388-E30F-02E6,No Label Key,0,Egress,"",""
A40C-DDB6-A932,No Label Key,0,Licensing,"",""
A464-9020-6404,No Label Key,0,Compute,"",""
A511-3202-0505,No Label Key,9825.919775999999,Storage,"",""
A652-E97D-AB77,No Label Key,1.050129,Storage,"",""
A6BD-E69F-4F97,No Label Key,0.079845,Ingress,"",""
A6C3-31B5-6D26,Google System Label,0,Egress,goog-anthos-cluster,""
A6C3-31B5-6D26,Google System Label,0,Egress,goog-gke-node,""
A6C3-31B5-6D26,No Label Key,0,Egress,"",""
A881-8588-45B1,No Label Key,0,Ingress,"",""
A8A8-4C6A-D45C,No Label Key,0,Licensing,"",""
A9E6-10FA-84BE,No Label Key,0,Ingress,"",""
ABD6-FF7B-A404,Google System Label,0,Licensing,goog-anthos-cluster,""
ABD6-FF7B-A404,Google System Label,0,Licensing,goog-gke-node,""
AC88-ED36-974D,No Label Key,0,Compute,"",""
ACC0-9F23-6029,No Label Key,0.00003,Egress,"",""
AD76-ABD5-1D96,No Label Key,0,Licensing,"",""
AED0-3315-7B11,No Label Key,0,Network - Other,"",""
B0B5-6E19-13AE,Google System Label,0,Licensing,goog-anthos-cluster,""
B0B5-6E19-13AE,Google System Label,0,Licensing,goog-gke-node,""
B188-61DD-52E4,Google System Label,14.240268999999998,Storage,goog-anthos-cluster,""
B188-61DD-52E4,Google System Label,30.24030900000001,Storage,goog-gke-volume,""
B188-61DD-52E4,Kubernetes General Key,5.028646000000001,Storage,k8s-workload-type,""
B188-61DD-52E4,No Label Key,8168.928419000002,Storage,"",""
B315-A685-9DC4,No Label Key,2096.188355,Storage,"",""
B62C-9514-EC43,Google System Label,0,Egress,goog-gke-node,""
B62C-9514-EC43,No Label Key,0,Egress,"",""
B7C3-7672-190E,No Label Key,0.00015999999999999999,Management & Operations,"",""
B932-7C57-E43B,No Label Key,0.033021,Network - Other,"",""
B9A0-D107-024E,No Label Key,0,Egress,"",""
BB33-7311-BF64,No Label Key,0,Egress,"",""
BB77-5FDA-69D9,Google System Label,85128.27554200006,Compute,goog-anthos-cluster,""
BB77-5FDA-69D9,Google System Label,302407.91165499995,Compute,goog-gke-node,""
BB77-5FDA-69D9,Kubernetes General Key,5.044131999999999,Compute,k8s-workload-type,""
BB8E-BF1E-B3BF,No Label Key,0,Network - Other,"",""
BBF8-C07D-1DF4,No Label Key,0,Ingress,"",""
BC87-B834-5EAA,No Label Key,0,Ingress,"",""
BDBA-22FA-3925,No Label Key,1022.92416,Network - Other,"",""
BE6F-687A-D530,No Label Key,0,Ingress,"",""
BFCE-631E-CFD3,No Label Key,0,Egress,"",""
C074-F5DE-C6CD,Google System Label,0.22622699999999998,Compute,goog-gke-node,""
C134-B6DB-FFCB,No Label Key,0.343535,Network - Other,"",""
C18F-7FE0-0717,No Label Key,913.4217079999994,Storage,"",""
C1BB-5F08-C60D,Google System Label,0,Ingress,goog-anthos-cluster,""
C1BB-5F08-C60D,Google System Label,0,Ingress,goog-gke-node,""
C1BB-5F08-C60D,No Label Key,0,Ingress,"",""
C268-6D50-D598,Google System Label,0,Licensing,goog-anthos-cluster,""
C268-6D50-D598,Google System Label,0,Licensing,goog-gke-node,""
C2F8-6C2C-1847,Google System Label,0,Egress,goog-anthos-cluster,""
C2F8-6C2C-1847,Google System Label,0,Egress,goog-gke-node,""
C2F8-6C2C-1847,No Label Key,0,Egress,"",""
C40A-084F-09B4,Google System Label,93.773508,Network - Other,goog-anthos-cluster,""
C40A-084F-09B4,Google System Label,158.02464900000004,Network - Other,goog-gke-node,""
C40A-084F-09B4,No Label Key,2.726845,Network - Other,"",""
C4A4-76CD-56D0,Google System Label,0,Ingress,goog-anthos-cluster,""
C4A4-76CD-56D0,Google System Label,0,Ingress,goog-gke-node,""
C4A4-76CD-56D0,No Label Key,0,Ingress,"",""
C85C-4E19-F585,No Label Key,0,Egress,"",""
C863-37DA-506E,No Label Key,23.916157999999996,Egress,"",""
C8EA-1A86-3D28,No Label Key,0,Egress,"",""
C985-127E-325E,No Label Key,0,Network - Other,"",""
CBE2-3343-9091,No Label Key,602.1004330000001,Network - Other,"",""
CCD0-28AC-2618,No Label Key,754.14445,Network - Other,"",""
CD2E-8A37-FA48,No Label Key,0,Ingress,"",""
CD33-945A-B41F,No Label Key,0,Ingress,"",""
CE4A-8D2C-F3C2,No Label Key,0,Egress,"",""
CEE0-1AE0-3422,Google System Label,242.780621,Compute,goog-anthos-cluster,""
CEE0-1AE0-3422,Google System Label,1593.40667,Compute,goog-gke-node,""
CEE0-1AE0-3422,Kubernetes General Key,0.141868,Compute,k8s-workload-type,""
CF4E-A0C7-E3BF,Google System Label,5310.59332,Compute,goog-anthos-cluster,""
CF4E-A0C7-E3BF,Google System Label,13381.07688500001,Compute,goog-gke-node,""
CF4E-A0C7-E3BF,Kubernetes General Key,2.5081679999999995,Compute,k8s-workload-type,""
CF4E-A0C7-E3BF,No Label Key,96.749211,Compute,"",""
D011-1819-740D,Google System Label,459.54418799999996,Egress,goog-anthos-cluster,""
D011-1819-740D,Google System Label,764.4027629999999,Egress,goog-gke-node,""
D011-1819-740D,No Label Key,13.260787999999996,Egress,"",""
D0CC-50DF-59D2,Google System Label,0,Ingress,goog-anthos-cluster,""
D0CC-50DF-59D2,Google System Label,0,Ingress,goog-gke-node,""
D0CC-50DF-59D2,No Label Key,0,Ingress,"",""
D2DA-41CC-0B33,No Label Key,0,Ingress,"",""
D307-D26E-76BC,Google System Label,0,Compute,goog-anthos-cluster,""
D307-D26E-76BC,Google System Label,0,Compute,goog-gke-node,""
D31D-6EF4-950B,Google System Label,0,Ingress,goog-anthos-cluster,""
D31D-6EF4-950B,Google System Label,0,Ingress,goog-gke-node,""
D31D-6EF4-950B,No Label Key,0,Ingress,"",""
D32E-3B98-00B6,No Label Key,0,Egress,"",""
D39A-E0A6-C301,No Label Key,0,Licensing,"",""
D498-1ECA-87C1,Google System Label,10.283083,Compute,goog-gke-node,""
D498-1ECA-87C1,Kubernetes General Key,0.003216,Compute,k8s-workload-type,""
D642-ABDF-9932,No Label Key,0,Licensing,"",""
D72A-E5E4-973E,Google System Label,0,Ingress,goog-anthos-cluster,""
D72A-E5E4-973E,Google System Label,0,Ingress,goog-gke-node,""
D72A-E5E4-973E,No Label Key,0,Ingress,"",""
D973-5D65-BAB2,Google System Label,575.3294320000001,Storage,goog-anthos-cluster,""
D973-5D65-BAB2,Google System Label,1296.965723,Storage,goog-gke-node,""
D973-5D65-BAB2,Google System Label,1784.0824710000013,Storage,goog-gke-volume,""
D973-5D65-BAB2,Kubernetes General Key,122.81892000000002,Storage,k8s-workload-type,""
D973-5D65-BAB2,No Label Key,34982.910508,Storage,"",""
D9AD-28F8-05D8,No Label Key,1406.55108,Network - Other,"",""
DA21-2385-9025,Google System Label,0,Licensing,goog-anthos-cluster,""
DA21-2385-9025,Google System Label,0,Licensing,goog-gke-node,""
DA37-3BF1-2FEB,No Label Key,0.008166999999999999,Network - Other,"",""
DAA2-253C-6680,No Label Key,29.566845000000008,Storage,"",""
DBAA-7594-B9FA,No Label Key,0,Egress,"",""
DDFD-AE42-E219,No Label Key,0.0000049999999999999996,Egress,"",""
DE89-F11A-D163,No Label Key,0,Egress,"",""
DE9E-AFBC-A15A,Google System Label,181.77404699999997,Egress,goog-anthos-cluster,""
DE9E-AFBC-A15A,Google System Label,738.1224669999998,Egress,goog-gke-node,""
DE9E-AFBC-A15A,No Label Key,17.995402000000002,Egress,"",""
DEE3-C42E-3E4D,No Label Key,602.1004320000001,Network - Other,"",""
DF89-9851-3C54,No Label Key,0,Licensing,"",""
DFA5-B5C6-36D6,Google System Label,0.129265,Egress,goog-anthos-cluster,""
DFA5-B5C6-36D6,Google System Label,0.268759,Egress,goog-gke-node,""
DFA5-B5C6-36D6,No Label Key,7.124765999999999,Egress,"",""
E141-D225-4599,No Label Key,0.000312,Network - Other,"",""
E259-34D3-C50F,Google System Label,186.87851899999998,Compute,goog-gke-node,""
E2FC-6ECB-EB48,Google System Label,0,Ingress,goog-gke-node,""
E5F0-6A5D-7BAD,No Label Key,9276.292545999997,Storage,"",""
E600-FADE-52E5,No Label Key,0.000001,Egress,"",""
E618-1B91-F89A,No Label Key,0,Ingress,"",""
E725-3CC5-D4BE,Google System Label,63.16268799999999,Storage,goog-anthos-cluster,""
E725-3CC5-D4BE,Google System Label,728.266792,Storage,goog-gke-node,""
E7E5-0449-5933,Google System Label,1.076284,Compute,goog-anthos-cluster,""
E7E5-0449-5933,Google System Label,1.115461,Compute,goog-gke-node,""
E7E5-0449-5933,Kubernetes General Key,0.001211,Compute,k8s-workload-type,""
E926-D07C-E1A4,Google System Label,0,Ingress,goog-anthos-cluster,""
E926-D07C-E1A4,Google System Label,0,Ingress,goog-gke-node,""
E926-D07C-E1A4,No Label Key,0,Ingress,"",""
EA63-657C-F08B,No Label Key,0,Egress,"",""
EB67-3CB7-1BF5,No Label Key,0,Ingress,"",""
ECCC-9EE4-AEE4,Google System Label,0,Licensing,goog-anthos-cluster,""
ECCC-9EE4-AEE4,Google System Label,0,Licensing,goog-gke-node,""
EE63-75C8-F379,No Label Key,0,Licensing,"",""
EF6B-3E74-36DA,No Label Key,0.000003,Network - Other,"",""
EF89-EF79-A587,Google System Label,0,Ingress,goog-anthos-cluster,""
EF89-EF79-A587,Google System Label,0,Ingress,goog-gke-node,""
EF89-EF79-A587,No Label Key,0,Ingress,"",""
EFDD-0A28-5372,No Label Key,0.000097,Egress,"",""
F1ED-0732-5BDA,No Label Key,0,Egress,"",""
F208-E30F-07D3,No Label Key,0,Ingress,"",""
F239-15CB-5B98,Google System Label,0,Licensing,goog-anthos-cluster,""
F239-15CB-5B98,Google System Label,0,Licensing,goog-gke-node,""
F268-6CE7-AC16,Google System Label,0.5907709999999999,Compute,goog-gke-node,""
F274-1692-F213,Google System Label,1.115962,Egress,goog-anthos-cluster,""
F274-1692-F213,Google System Label,12.976925000000001,Egress,goog-gke-node,""
F274-1692-F213,No Label Key,32.397726000000006,Egress,"",""
F31D-9645-41B5,No Label Key,0.789892,Management & Operations,"",""
F34A-17EF-3631,No Label Key,0,Licensing,"",""
F39C-BBA9-BD47,No Label Key,0,Egress,"",""
F449-33EC-A5EF,Google System Label,4947.046696,Compute,goog-anthos-cluster,""
F449-33EC-A5EF,Google System Label,12892.507360000007,Compute,goog-gke-node,""
F449-33EC-A5EF,Kubernetes General Key,0.225722,Compute,k8s-workload-type,""
